Code,Product Name,Unit,Current Stock,Sales Scheme,,Purc.Scheme,,Cost Price,M.R.P.,Purchase Price,Sales Price,Company,Manufacturer,Rack No.,Barcode
,,,,Deal,Free,Deal,Free,,,,,,,,
11100,DR. OETKER VEG MAYONNAISE 875G,PCS,2,0,0,0,0,183.01,215,163.39,215,DR.OETKER,,,8906002004461
9809,DRY DATES,PCS,-1,0,0,0,0,0,400,270,400,LAKME,,,VS52256
9720,DRY DATES 250G,PCS,-4,0,0,0,0,0,80,67.5,55,DALMIA,,,VG23123
11234,DRY DATES BOLD 250G,PCS,-3,0,0,0,0,0,90,0,90,CYCLE,,,VC17814
10259,DRY DATES LOOSE 500G,PCS,-54,0,0,0,0,0,120,89.29,170,-BLANK-,,,VP58834
10742,EAGLE BLACK PHENYLE 5LTR,PCS,-1,0,0,0,0,484.99,616,411,616,EAGLE,,,8906019020201
9939,EAGLE LEMFRESH CLEANER 500ML,PCS,7,0,0,0,0,39,65,33.05,65,DROLIA CHEMICAL WORKS,,,8906019020331
10743,EAGLE WHITE LEMFRESH PHENYLE 5LTR,PCS,4,0,0,0,0,275.01,540,233.05,540,EAGLE,,,8906019020348
6115,EFFECTS LAVENDER STICK,PCS,-6,0,0,0,0,15.42,25,15.42,25,DARSHAN INTERNATIONAL,,,8902264038824
9491,EFFECTS WHITE FLOWER,PCS,3,0,0,0,0,15.42,25,15.42,25,DARSHAN INTERNATIONAL,,,8902264038831
9496,ELAYCHI 10G,PCS,-34,0,0,0,0,0,25,0,25,PATANJALI,,,
9473,ELAYCHI 200G,PCS,-1,0,0,0,0,0,380,0,380,PREMIUM QUALITY,,,
9575,ELAYCHI 20G,PCS,-25,0,0,0,0,0,50,0,50,COLGATE,,,VC37604
10723,ELAYCHI 25G,PCS,-2,0,0,0,0,0,60,43,60,-BLANK-,,,VP19558
10907,ELAYCHI 300G,PCS,-1,0,0,0,0,0,660,480,660,-BLANK-,,,VS60975
10583,ELAYCHI 50G,PCS,-15,0,0,0,0,0,100,85,115,EVEREST,,,VM21157
10490,ELAYCHI 5G,PCS,-3,0,0,0,0,0,13,0,13,-BLANK-,,,VM3063
10528,ELAYCHI RS 10,PCS,-1,0,0,0,0,0,10,0,10,-BLANK-,,,VS49699
10474,ELLE 18 LIP COLOUR RHUBARB RED,PCS,3,0,0,0,0,95.59,120,86.18,120,HUL,,,8901030858642
1162,ELLE 18 NAIL COLOR 128 5ML,PCS,4,0,0,0,0,42.88,55,39.5,55,HUL,,,8901030665431
10893,ELLE 18 NAIL COLOR 32,PCS,3,0,0,0,0,42.88,55,39.5,55,LAKME,,,8901030663956
10892,ELLE 18 NAIL COLOR 46,PCS,3,0,0,0,0,42.88,55,39.5,55,LAKME,,,8901030664366
1129,ELLE 18 NAIL POPS 02 5ML,PCS,6,0,0,0,0,42.88,55,39.5,55,HUL,,,8901030665943
1130,ELLE 18 NAIL POPS 05 5ML,PCS,9,0,0,0,0,42.88,55,39.5,55,HUL,,,8901030664373
10470,ELLE 18 NAIL POPS 08 5ML,PCS,5,0,0,0,0,42.88,55,39.5,55,HUL,,,8901030665929
10466,ELLE 18 NAIL POPS 119 5ML,PCS,4,0,0,0,0,42.88,55,39.5,55,HUL,,,8901030664670
1133,ELLE 18 NAIL POPS 122 5ML,PCS,1,0,0,0,0,41.95,55,39.5,55,HUL,,,8901030664700
10014,ELLE 18 NAIL POPS 125 5ML,PCS,3,0,0,0,0,41.95,55,39.5,55,LAKME,,,8901030664731
10017,ELLE 18 NAIL POPS 135 5ML,PCS,3,0,0,0,0,41.95,55,39.5,55,LAKME,,,8901030665509
10018,ELLE 18 NAIL POPS 136 5 ML,PCS,2,0,0,0,0,41.95,55,39.5,55,LAKME,,,8901030665516
1135,ELLE 18 NAIL POPS 14 5ML,PCS,3,0,0,0,0,41.95,55,39.5,55,LAKME,,,8901030663949
10473,ELLE 18 NAIL POPS 151 5ML,PCS,2,0,0,0,0,41.95,55,39.5,55,HUL,,,8901030785191
10477,ELLE 18 NAIL POPS 160 5ML,PCS,2,0,0,0,0,41.95,55,39.5,55,HUL,,,8901030783548
10469,ELLE 18 NAIL POPS 162 5ML,PCS,2,0,0,0,0,41.95,55,39.5,55,HUL,,,8901030783562
10478,ELLE 18 NAIL POPS 163 5ML,PCS,1,0,0,0,0,41.95,55,39.5,55,HUL,,,8901030783579
10468,ELLE 18 NAIL POPS 164 5ML,PCS,4,0,0,0,0,41.95,55,39.5,55,HUL,,,8901030783586
10463,ELLE 18 NAIL POPS 173,PCS,3,0,0,0,0,41.95,55,39.5,55,HUL,,,8901030844249
10464,ELLE 18 NAIL POPS 176 5ML,PCS,2,0,0,0,0,41.95,55,39.5,55,HUL,,,8901030844270
10462,ELLE 18 NAIL POPS 26 5ML,PCS,2,0,0,0,0,41.95,55,39.5,55,HUL,,,8901030663888
10465,ELLE 18 NAIL POPS 30 5ML,PCS,6,0,0,0,0,42.88,55,39.5,55,HUL,,,8901030663932
1141,ELLE 18 NAIL POPS 31 5ML,PCS,2,0,0,0,0,41.95,55,39.5,55,HUL,,,8901030665936
10471,ELLE 18 NAIL POPS 35 5ML,PCS,2,0,0,0,0,41.95,55,39.5,55,HUL,,,8901030663901
10472,ELLE 18 NAIL POPS 40 5ML,PCS,2,0,0,0,0,41.95,55,39.5,55,HUL,,,8901030665899
1145,ELLE 18 NAIL POPS 56 5ML,PCS,-2,0,0,0,0,46.61,50,39.5,55,LAKME,,,8901030664342
10890,ELLE 18 NAIL POPS 57,PCS,12,0,0,0,0,42.88,55,39.5,55,LAKME,,,8901030664298
1146,ELLE 18 NAIL POPS 59 5ML,PCS,3,0,0,0,0,41.95,55,39.5,55,HUL,,,8901030664335
10016,ELLE 18 NAIL POPS 68 5ML,PCS,1,0,0,0,0,41.95,55,39.5,55,LAKME,,,8901030664359
1149,ELLE 18 NAIL POPS 69 5ML,PCS,3,0,0,0,0,42.88,55,39.5,55,LAKME,,,8901030663895
10467,ELLE 18 NAIL POPS 95 5ML,PCS,2,0,0,0,0,41.95,55,39.5,55,HUL,,,8901030665882
1152,ELLE 18 NAIL REMOVER 30ML,PCS,6,0,0,0,0,44,55,38.84,55,LAKME,,,8901030550676
10687,ELLE 18 RED SINDOOR 4.5ML,PCS,3,0,0,0,0,74.21,90,78.95,90,HUL,,,8901030882982
8449,ELLE18 NAIL COLOR 132,PCS,4,0,0,0,0,42.88,55,39.5,55,HUL,,,8901030665486
2784,EMAMI 7 OIL IN ONE 100ML,PCS,4,0,0,0,0,58.61,67,51.74,67,EMAMI LTD,,,8901248257329
2785,EMAMI 7 OIL IN ONE 200ML,PCS,3,0,0,0,0,123.01,135,104.25,135,EMAMI LTD,,,8901248257374
3331,EMAMI 7OIL IN 1 300ML,PCS,3,0,0,0,0,157.46,180,139,180,EMAMI LTD,,,8901248257411
9334,EMAMI KACHCHI GHANI MUSTARD 1L,PCS,35,0,0,0,0,143,198,136.19,198,EMAMI,,,8901248270298
10210,EMAMI KESH KING 340ML SHAMPOO,PCS,1,0,0,0,0,226.89,249,202.59,249,EMAMI,,,8901248240284
1647,EMAMI KESH KING HAIR OIL 100ML,PCS,3,0,0,0,0,148.71,170,138.31,170,EMAMI LTD,,,8901248297110
1549,EMAMI KESH KING SHAMPOO 200ML,PCS,3,0,0,0,0,109.35,125,101.7,125,EMAMI LTD,,,8901248240277
1683,EMAMI MENTHO PLUS 9ML,PCS,9,0,0,0,0,33.03,38,30.09,38,EMAMI LTD,,,8901248226141
9480,EMAMI RFINED OIL 1L,PCS,-68,0,0,0,0,120,169,114.29,169,EMAMI,,,8901248270182
7400,EMAMI ZANDU BALM 8ML,PCS,4,0,0,0,0,34.42,40,31.68,40,EMAMI,,,8901248701105
9338,ENGINE M OIL 1L P,PCS,39,0,0,0,0,190,230,180.95,230,ENGINE,,,8906020930124
10524,ENGINE MUSTARD OIL 1L B,PCS,3,0,0,0,0,189,244,180,244,ENGINE,,,8906020930094
11201,ENO AJWAIN FLAVOUR 5G,PCS,30,0,0,0,0,7.43,9,6.7,9,HUL,,,8901571007813
4598,ENO LEMON 5G,PCS,54,0,0,0,0,7.5,9,6.7,9,HUL,,,8901571006854
11200,ENO NIMBU MASALA FLAVOUR,PCS,24,0,0,0,0,7.43,9,6.7,9,HUL,,,8901571011490
4599,ENO ORANGE 5G,PCS,-2,0,0,0,0,7.43,9,6.7,9,GSK,,,8901571006885
9558,ENVY ABSOLUTE,PCS,3,0,0,0,0,139.83,199,118.5,199,VANESA,,,8901450012563
9559,ENVY BLUSH,PCS,1,0,0,0,0,139.83,199,118.5,199,VANESA,,,8901450002595
11272,ENVY BOLD FOR MEN PERFUME,PCS,2,0,0,0,0,200.34,299,169.77,299,VANESA,,,8901450010873
2349,ENVY DARK,PCS,6,0,0,0,0,139.83,199,118.5,199,VANESA,,,8901450002410
2347,ENVY FLERY,PCS,-2,0,0,0,0,129,199,109.33,199,VANESA,,,8901450002427
11282,ENVY GRAVITY,PCS,4,0,0,0,0,139.83,199,118.5,199,VANESA,,,8901450013379
2350,ENVY KISS,PCS,2,0,0,0,0,129,199,109.33,199,VANESA,,,8901450002601
11283,ENVY LUV,PCS,4,0,0,0,0,139.83,199,118.5,199,VANESA,,,8901450007446
10569,ENVY LUV POCKET PERFUME,PCS,4,0,0,0,0,45,65,38.13,65,VANESA,,,8901450010231
11281,ENVY MAGNETIC,PCS,4,0,0,0,0,139.83,199,118.5,199,VANESA,,,VC6191
2406,ENVY NATURAL SPRAY  FOR WOMEN 60ML,PCS,5,0,0,0,0,194.38,299,164.7,299,VANESA,,,8901450000409
11024,ENVY NATURAL SPRAY DUO 60ML,PCS,1,0,0,0,0,338.9,499,287.15,499,VANESA,,,8901450007040
2400,ENVY NATURAL SPRAY FOR MEN 30ML,PCS,6,0,0,0,0,117.25,175,99.36,175,VANESA,,,8901450000058
2401,ENVY NATURAL SPRAY FOR MEN 60ML,PCS,6,0,0,0,0,200.34,299,169.77,299,VANESA,,,8901450000416
2397,ENVY NATURAL SPRAY FOR WOMEN 30ML,PCS,4,0,0,0,0,117.25,175,99.36,175,VANESA,,,8901450000201
9554,ENVY NOIR,PCS,2,0,0,0,0,139.83,199,118.5,199,VANESA,,,8901450004087
9556,ENVY SPEED,PCS,4,0,0,0,0,139.83,199,118.5,199,VANESA,,,8901450003585
9555,ENVY THRILL,PCS,-1,0,0,0,0,129,199,109.33,199,VANESA,,,8901450013362
3038,EV B PEPPER 50G,PCS,6,0,0,20,1,56,70,56,70,EVEREST,,,8901786260508
3037,EV BLACK PEPPER 100G,PCS,-4,0,0,15,1,106.31,135,108,148,EVEREST,,,8901786261000
889,EV CHAAT MASALA 50G,PCS,10,0,0,15,1,30.71,39,31.2,39,EVEREST,,,8901786060504
9499,EV CHAT MASALA 100G,PCS,-22,0,0,10,1,55.75,73,58.4,73,EVEREST,,,8901786061006
9333,EV CHHOLE MASALA 100G,PCS,1,0,0,15,1,52.76,67,53.6,67,EVEREST,,,8901786091003
8290,EV CHHOLE MASALA 50G,PCS,14,0,0,15,1,29.14,37,29.6,37,EVEREST,,,8901786090501
3027,EV CHICKEN 100G,PCS,31,0,0,10,1,62.62,82,65.6,82,EVEREST,,,8901786161003
9332,EV CHICKEN 50G,PCS,14,0,0,15,1,32.29,43,32.8,43,EVEREST,,,8901786160501
3046,EV CORIANDER 100G P,PCS,15,0,0,10,1,32.07,42,33.6,42,EVEREST,,,8901786431014
10718,EV CORIANDER POWDER 200G JAR,PCS,16,0,0,20,3,62.31,86,68.25,86,EVEREST,,,8901786432004
10671,EV CORIANDER POWDER 500G,PCS,3,0,0,10,1,152.73,200,160,200,EVEREST,,,8901786435012
9744,EV CORINDER 200G P,PCS,15,0,0,10,1,64.15,84,67.2,84,EVEREST,,,8901786432011
9743,EV CORINDER POWDER 1 KG,PCS,11,0,0,10,1,303.03,400,317.46,400,EVEREST,,,8901786439997
3039,EV CUMIN P 100G,PCS,31,0,0,15,1,55.13,70,56,70,EVEREST,,,8901786241002
3050,EV CUMIN P 50G,PCS,17,0,0,15,1,29.14,37,29.6,37,EVEREST,,,8901786240500
3024,EV G MASALA 100G,PCS,44,0,0,10,1,67.2,88,70.4,88,EVEREST,,,8901786101009
3023,EV G MASALA 50G,PCS,7,0,0,15,1,36.23,46,36.8,46,EVEREST,,,8901786100507
10728,EV GINGER GARLIC PASTE 100G,PCS,19,0,0,12,1,20.13,24,19.47,24,EVEREST,,,8901786761005
1003,EV HINGRAJ 100G,PCS,12,0,0,10,1,190.91,240,200,240,EVEREST,,,8901786551002
4443,EV HINGRAJ 10G,PCS,19,0,0,10,1,21.38,28,22.4,28,EVEREST,,,
1005,EV HINGRAJ 25G,PCS,29,0,0,10,1,49.64,65,52,65,EVEREST,,,8901786550258
1004,EV HINGRAJ 50G,PCS,19,0,0,10,1,98.49,130,103.18,130,EVEREST,,,8901786550500
3028,EV K KING 100G,PCS,-8,0,0,10,1,61.09,80,64,80,EVEREST,,,8901786121007
9331,EV K KING 50G,PCS,24,0,0,15,1,29.14,37,29.6,37,EVEREST,,,8901786120505
9026,EV KASHIMIRI LAL 200GM,PCS,-1,0,0,15,1,138.6,175,140.8,175,EVEREDAY,,,8901786412013
3040,EV KASHMIRILAL  100G,PCS,40,0,0,15,1,75.6,96,76.8,96,EVEREST,,,8901786411009
3041,EV KASHMIRILAL  50G,PCS,1,0,0,15,1,39.38,50,40,50,EVEREST,,,8901786410507
897,EV KASURI METHI 100G,PCS,19,0,0,10,1,72.55,95,76,95,EVEREST,,,8901786281008
10107,EV KASURI METHI 25G,PCS,44,0,0,15,1,21.26,27,21.6,26,EVEREST,,,8901786280254
4454,EV KASURI METHI 50G,PCS,15,0,0,15,1,39.38,50,40,50,EVEREST,,,8901786280506
10536,EV KITCHEN KING 100G JAR,PCS,1,0,0,10,1,60.33,79,63.2,79,EVEREST,,,8901786121014
3025,EV MEAT 100G,PCS,34,0,0,10,1,62.62,82,65.6,82,EVEREST,,,8901786151004
3026,EV MEAT 50G,PCS,12,0,0,15,1,33.86,43,34.4,43,EVEREST,,,8901786150502
9591,EV PASTA MASALA 10G,PCS,2,0,0,0,0,4.2,5,4,5,EVEREST,,,8901786650101
8097,EV PAV BHAJI MASALA 50G,PCS,28,0,0,15,1,30.71,39,31.2,39,EVEREST,,,8901786070503
7440,EV SAAFFRON 0.5G,PCS,3,0,0,0,0,110.07,175,104.83,175,EVEREST,,,8901786380008
3030,EV SABZI 100G,PCS,12,0,0,10,1,48.87,64,51.2,64,EVEREST,,,8901786131006
3031,EV SABZI M 50G,PCS,30,0,0,15,1,26.78,34,27.2,34,EVEREST,,,8901786130504
7439,EV SAFFRON 1G,PCS,2,0,0,0,0,220.99,350,210.47,350,EVEREST,,,8901786380015
10567,EV SAFFRON 20,PCS,-7,0,0,0,0,0,20,11,20,-BLANK-,,,8901786380503
10109,EV SHAHI GARAM 7GP,PCS,11,0,0,0,0,5.04,6,4.8,6,EVEREST,,,VE9093
10955,EV TASTEETO BLACK PEPPER 50G,PCS,5,0,0,5,1,93.34,140,106.67,140,EVEREST,,,8901786730506
10951,EV TASTEETO CHILLI FLAKES 30G,PCS,4,0,0,5,1,43.34,65,49.53,65,EVEREST,,,8901786670307
10954,EV TASTEETO CINNAMON POWDER 35G,PCS,5,0,0,5,1,66,99,75.43,99,EVEREST,,,8901786720385
10952,EV TASTEETO MIXED HERBS 12G,PCS,6,0,0,5,1,52.67,79,60.19,79,EVEREST,,,8901786680122
10950,EV TASTEETO PASTA SPICE MIX 38G,PCS,6,0,0,5,1,52.68,79,60.2,79,EVEREST,,,8901786700387
10953,EV TASTEETO PIZZA SPICE MIX 38G,PCS,6,0,0,5,1,52.68,79,60.2,79,EVEREST,,,8901786690381
9773,EV TIKHALAL 100G P,PCS,7,0,0,10,1,45.82,60,48,60,EVEREST,,,8901786601004
9329,EV TIKHALAL 500G,PCS,7,0,0,10,1,183.27,240,192,240,EVEREST,,,8901786395019
963,EV TURMERIC POWDER 100G,PCS,30,0,0,10,1,26.51,35,27.77,35,EVEREST,,,8901786421015
9721,EV TURMERIC POWDER 1K.G,PCS,5,0,0,10,1,229.09,300,240,300,EVEREST,,,8901786429998
9771,EV TURMERIC POWDER 500G,PCS,2,0,0,10,1,126,165,132,165,EVEREST,,,8901786425013
10069,EVA FRESH LIP 1.2GM RASP,PCS,4,0,0,0,0,50,65,42.37,65,TTK  HEALTHCARE,,,8902618001993
10070,EVA FRESH LIPS ROSE,PCS,3,0,0,0,0,50,65,42.37,65,TTK  HEALTHCARE,,,8902618001986
10106,EVE CHATT MASALA 100G JAR,PCS,8,0,0,10,1,56.51,74,59.2,74,EVEREST,,,8901786061013
10105,EVE CHICKEN 100G JAR,PCS,25,0,0,10,1,63.38,83,66.4,83,EVEREST,,,8901786161010
10108,EVE CHICKEN 10G,PCS,18,0,0,0,0,4.2,5,4,5,EVEREST,,,VE17829
10104,EVE MEAT MASALA 100G JAR,PCS,26,0,0,10,1,63.38,83,66.4,83,EVEREST,,,8901786151011
10171,EVE PAV BHAJI MASALA 100G,PCS,9,0,0,10,1,53.45,70,56,70,EVEREST,,,8901786071005
892,EVE SAMBHAR MASALA 100G,PCS,12,0,0,10,1,53.46,70,56,70,EVEREST,,,8901786081004
4452,EVE SAMBHAR MASALA 50 G,PCS,-11,0,0,15,1,0,36,0,36,EVEREST,,,8901786080502
10198,EVE SHAHI BIRYANI MASALA 50G,PCS,9,0,0,15,1,56.7,72,57.6,72,EVEREST,,,8901786140503
9330,EVE TIKHALAL P 1KG,PCS,3,0,0,10,1,343.63,450,360,450,EVEREST,,,8901786399994
4955,EVE TURMERIC POWDER 200G,PCS,-29,0,0,20,3,46.75,64,51.2,64,EVEREST,,,8901786422012
5018,EVEREADY 912 BATTERY,PCS,-4,0,0,0,0,5,10,4.24,10,EVEREDAY,,,
5017,EVEREADY BATTERY AA915,PCS,14,0,0,0,0,6.8,10,5.76,10,EVEREDAY,,,8901691001241
10455,EVEREADY BATTERY AAA912,PCS,37,0,0,0,0,5.2,12,4.41,12,EVEREDAY,,,8901691010533
9726,EVEREST CUMIN POWDER 500G,PCS,-5,0,0,15,1,244.13,310,248,310,EVEREST,,,8901786245000
9328,EVEREST SAHI PANEER 50G,PCS,-25,0,0,15,1,34.65,44,35.2,44,EVEREST,,,8901786530502
4449,EVEREST TIKHALAL 200G p,PCS,1,0,0,10,1,85.53,112,89.6,112,EVEREST,,,8901786602001
9297,EVERYDAY DW 1KG,PCS,2,0,0,0,0,476.84,515,454.14,515,NESTLE,,,8901058869323
9375,EVERYUTH EXF WALNUT 25G,PCS,2,0,0,0,0,37.05,45,33.74,45,ZYDUS WELLNESS,,,8901548143629
1232,EVERYUTH EXFOLIATING SCRUB 100GM,PCS,3,0,0,0,0,123.53,150,112.49,150,ZYDUS WELLNESS,,,8901120141029
10719,EVERYUTH EXFOLIATING SCRUB 50G,PCS,3,0,0,0,0,65.88,80,59.99,80,ZYDUS WELLNESS,,,8901120141012
9377,EVERYUTH GOLDEN GLOW PEEL 50G,PCS,6,0,0,0,0,65.88,80,59.99,80,ZYDUS WELLNESS,,,8901548147191
1236,EVERYUTH GOLDEN GLOW PEEL OFF MASK 30G,PCS,6,0,0,0,0,45.28,55,41.24,55,ZYDUS WELLNESS,,,8901548147184
9376,EVERYUTH GOLDEN GLOW PEEL OFF90G,PCS,8,0,0,0,0,102.94,125,93.74,125,ZYDUS WELLNESS,,,8901548147207
1233,EVERYUTH LEMON& CHERRY FACE WASH 50G,PCS,3,0,0,0,0,49.53,65,48.74,65,ZYDUS WELLNESS,,,8901548147436
10720,EVERYUTH MOISTURIZING FRUIT FACE WASH 50G,PCS,6,0,0,0,0,49.54,65,48.74,65,ZYDUS WELLNESS,,,8901120146819
9379,EVERYUTH NEEM FACE WASH 50G,PCS,4,0,0,0,0,49.53,65,48.74,65,ZYDUS WELLNESS,,,8901120143528
9378,EVERYUTH TAN REMOVAL SCRUB 50G,PCS,3,0,0,0,0,90.67,115,86.24,115,ZYDUS WELLNESS,,,8901548147351
10721,EVERYUTH TULSI TURMERIC FACE WASH 50G,PCS,4,0,0,0,0,45.73,60,44.99,60,ZYDUS WELLNESS,,,8901548146767
9454,EXO - 5RS,PCS,-7,0,0,0,0,0,5,0,5,P&G,,,8902102161592
2199,EXO BACTO SCRUB,PCS,-23,0,0,0,0,0,15,0,15,JYOTHY LABS,,,8902102162636
9843,EXO BACTO SCRUB 10,PCS,38,0,0,0,0,7.48,10,7.37,10,JYOTHY LABS,,,8902102161462
9842,EXO BACTO SCRUB 15,PCS,39,0,0,0,0,11.21,15,11.05,15,JYOTHY LABS,,,8902102161479
7385,EXO BACTO SCRUB B1G1,PCS,-1,0,0,0,0,18,30,22.11,30,JYOTHY LABS,,,
7387,EXO BACTO SCRUB REGULAR,PCS,-7,0,0,0,0,8.35,10,7.37,10,JYOTHY LABS,,,
9486,EXO DISHWASH BAR 10,PCS,115,0,0,0,0,8.11,10,7.85,10,JYOTHY LABS,,,8902102161301
7386,EXO DISHWASH TOUCH&SHINE ROUND 500G,PCS,186,0,0,0,0,51.13,60,47.08,60,JYOTHY LABS,,,8902102199427
2163,EXO ROUND TUB 250G,PCS,53,0,0,0,0,28.74,32,25.11,32,JYOTHY LABS,,,8902102160137
9412,EXO SAFAI STEEL,PCS,-14,0,0,0,0,0,15,0,15,RECKITT BENCKISER,,,
2161,EXO SCRUBBER SAFAI STEEL,PCS,26,0,0,0,0,6.82,15,11.56,15,JYOTHY LABS,,,8902102198833
10076,EYEBROW PENCIL GET BOLD 50,PCS,4,0,0,0,0,30.01,50,25.43,50,BLUE HEAVEN,,,8904214803797
1253,FAIR & LOVELY 25G,PCS,-9,0,0,0,0,56.37,62,47.77,62,HINDUSTAN UNILEVER,,,8901030821516
1256,FAIR & LOVELY CREAM 50G,PCS,-4,0,0,0,0,107.27,118,90.91,118,HINDUSTAN UNILEVER,,,8901030821523
4919,FAIR & LOVELY CREAM 80G,PCS,1,0,0,0,0,163.64,180,138.68,180,HUL,,,8901030821530
10805,FAIR & LOVELY FACEWASH 50G,PCS,9,0,0,0,0,60.23,72,55.47,72,HUL,,,8901030829093
3818,FAIR AND LOVELY AYUR 50G,PCS,6,0,0,0,0,140,154,118.64,154,HUL,,,8901030873485
9837,FAIR LOVELY AYURVEDIC 25G,PCS,1,0,0,0,0,69.8,83,63.95,83,HUL,,,8901030873478
4921,FAIR&LOVELY FACE WASH 100G,PCS,-1,0,0,0,0,104.52,125,96.3,135,HUL,,,
10267,FANTA 2.25L,PCS,-1,0,0,0,0,0,99,91.66,99,HINDUSTAN UNILEVER,,,8901764022906
459,FEM BLEACH( SAFFRON),PCS,-2,0,0,0,0,0,30,0,30,FEM,,,8901103101156
6172,FEM GOLD BLEACH 24G,PCS,-1,0,0,0,0,55.39,65,47.9,65,DABUR,,,8901103110240
8009,FEM GOLD BLEACH 8G,PCS,-6,0,0,0,0,33.34,39,28.74,39,DABUR,,,8901103110233
7493,FEM SAFFRON,PCS,-1,0,0,0,0,25.57,30,22.11,30,DABUR,,,
2218,FENA 1 KG,PCS,22,0,0,0,0,57.69,71,48.89,71,FENA,,,8901190107239
3863,FENA 5KG,PCS,2,0,0,0,0,418,475,354.24,475,FENA,,,8901190106324
11263,FEVIKWIK MRP5,PCS,49,0,0,0,0,4.09,5,3.47,5,PIDILITE,,,8901860010005
9875,FIAMA PATCHOLI GEL BAR,PCS,3,0,0,0,0,30.78,35,26.09,35,ITC,,,8905110001744
9872,FIAMA SHOWER GEL 250ML,PCS,1,0,0,0,0,171.86,199,145.65,199,ITC,,,8901725928476
9977,FIBO CHANDAN,PCS,2,0,0,0,0,22.7,50,22.7,50,FIBO,,,FC0001
9975,FIBO MULTANI MITTI,PCS,1,0,0,0,0,20.09,35,20.09,35,FIBO,,,FMM001
9981,FIBO PUJA OIL 350ML,PCS,-12,0,0,0,0,70.41,120,70.42,120,FIBO,,,FUO350
9980,FIBO PUJA OIL 700ML,PCS,-5,0,0,0,0,135.23,225,135.24,225,FIBO,,,FPO700
9983,FIBO PUJA OIL 90ML,PCS,1,0,0,0,0,21.22,35,21.22,35,FIBO,,,FPO90
9976,FIBO UBTAN,PCS,5,0,0,0,0,22.94,45,22.94,45,FIBO,,,FB0001
3202,FIVE STAR 40G RS.20,PCS,-10,0,0,0,0,17.85,20,15.13,20,CADBURY,,,
9929,FOGG MAJESTIC 120ML,PCS,1,0,0,0,0,145,199,122.88,199,VINI COSMETICS,,,8908001158497
9930,FOGG MARCO 120ML,PCS,5,0,0,0,0,145,199,122.88,199,VINI COSMETICS,,,8908001158305
2355,FOGG NAPOLEON,PCS,1,0,0,0,0,165,225,139.83,225,VINI,,,8908001158244
2356,FOGG ROYAL 120ML,PCS,1,0,0,0,0,145,199,122.88,199,VINI COSMETICS,,,8908001158312
11230,FORTUNE ATTA 10K.G,PCS,-3,0,0,0,0,356.65,415,339.71,415,CYCLE,,,
2016,FORTUNE REFINE 1L,PCS,13,0,0,0,0,130.51,175,124.29,175,FORTUNE,,,8906007280037
11211,FORTUNE REFINE 500ML,PCS,18,0,0,0,0,69.9,90,66.57,90,FORTUNE,,,8906007280013
9506,FRIES - 250GM,PCS,-67,0,0,0,0,0,12,5,13,PATANJALI,,,FR00011
10627,FROOTI 2 L,PCS,-18,0,0,0,0,0,100,86.66,100,PARLE,,,8902579107017
10534,FRUIT BREAD,PCS,-5,0,0,0,0,0,22,18,22,-BLANK-,,,VA54842
2014,G,PCS,-1,0,0,0,0,102.05,114,102,116,P&M,,,000000
1678,G COLOR NATURALS 3.16 BURGNDY,PCS,8,0,0,0,0,75.89,89,64.31,89,LOREAL,,,8901526206377
10608,GALAXY MOP 115,PCS,-1,0,0,0,0,0,115,100,115,MILTON,,,VM48836
10281,GAR M DUO F W 50G,PCS,1,0,0,0,0,93.46,110,82.5,110,LOREAL,,,8901526006359
2457,GAR M F W AF 50G,PCS,4,0,0,0,0,94.28,110,83.23,110,LOREAL,,,8901526209620
6910,GARAM MASALA 100GM,PCS,-11,0,0,0,0,50,100,50,110,P&M,,,
9847,GARIGOLA 1 KG FOR H,PCS,-2,0,0,0,0,0,230,0,230,JYOTHY LABS,,,VB46636
9719,GARIGOLA 100G,PCS,-20,0,0,0,0,0,26,21.5,26,-BLANK-,,,VD10684
8816,GARIGOLA 250GM,PCS,-12,0,0,0,0,0,60,0,60,P&M,,,
11177,GARNIER BLACK NATURALS 1.0,PCS,12,0,0,0,0,32.82,39,27.81,39,GARNIER,,,8901526209910
1520,GARNIER BLACK NATURALS 20ML,PCS,1,0,0,0,0,33.42,42,29.5,42,LOREAL,,,8901526209903
1510,GARNIER BLACK NATURALS 3.16,PCS,1,0,0,0,0,33.42,39,29.5,39,LOREAL,,,8901526211715
10447,GARNIER BRIGHT COMPLETE FW 100G,PCS,1,0,0,0,0,150.98,179,131.9,179,LOREAL,,,8901526005208
9676,GARNIER BRIGHT SERUM CREAM,PCS,3,0,0,0,0,111.85,134,98.74,134,LOREAL,,,8901526600076
11176,GARNIER BROWN BLACK 3.0,PCS,6,0,0,0,0,32.82,39,27.81,39,GARNIER,,,8901526209897
9419,GARNIER COLOR NATURAL 70ML BROWN,PCS,-1,0,0,0,0,160.72,189,136.2,185,LOREAL,,,8901526204465
1673,GARNIER COLOR NATURALS 1 35ML,PCS,9,0,0,0,0,75.9,89,64.32,89,LOREAL,,,8901526204731
9668,GARNIER COLOR NATURALS 3,PCS,3,0,0,0,0,75.89,89,64.31,89,LOREAL,,,8901526204748
8775,GARNIER COLOR NATURALS 3.16,PCS,-1,0,0,0,0,43.75,85,37.08,85,LOREAL,,,
1676,GARNIER COLOR NATURALS 70ML BURGUNDY,PCS,1,0,0,0,0,165.18,189,139.98,189,LOREAL,,,8901526204472
